age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
50,3,166565,9,2,8,2,1,1,0,0,40,1,0
32,3,257043,9,1,1,1,1,2,0,0,42,1,0
47,6,181130,15,2,4,2,1,1,99999,0,50,1,1
69,3,254834,13,2,4,2,1,1,10605,0,10,1,1
43,2,38876,9,2,9,2,1,1,0,0,50,1,0
29,3,187073,13,1,7,1,1,1,0,0,40,1,0
43,4,156996,15,2,4,2,3,1,0,2415,55,1,1
90,3,313749,13,1,4,4,1,2,0,0,10,1,0
41,3,331651,15,2,2,3,1,2,0,0,50,28,1
24,3,243368,1,1,9,1,1,1,0,0,36,5,0
24,3,32921,10,1,9,4,1,1,0,0,50,1,0
24,3,117167,10,1,5,1,1,2,0,0,53,1,0
35,3,401930,9,2,1,3,1,2,0,1887,42,1,1
30,3,114691,13,1,1,6,1,1,0,0,40,1,0
46,3,99385,13,5,2,5,1,2,0,0,40,1,0
19,5,210308,10,1,1,4,1,2,0,1721,30,1,0
39,3,252327,5,5,7,4,1,1,0,0,35,5,0
43,3,90582,9,2,8,2,1,1,0,0,40,1,0
35,3,190194,9,1,1,1,1,2,0,0,40,1,0
65,3,264188,9,7,6,1,1,2,0,0,24,1,0
34,3,243776,9,3,7,5,1,1,0,0,40,1,0
41,3,67065,11,2,6,2,1,1,0,0,40,1,0
24,2,204209,10,1,9,4,1,1,0,0,60,1,0
24,3,226668,9,1,5,1,4,1,0,0,35,1,0
34,6,174215,14,1,2,1,1,2,4787,0,45,25,1
33,3,315143,9,2,6,2,1,1,0,0,40,2,1
37,3,118681,9,1,10,1,1,1,0,0,38,7,0
39,2,208109,9,2,8,2,1,1,0,0,60,1,1
58,3,116901,9,3,5,5,1,2,0,0,25,1,0
36,2,405644,9,2,7,2,1,1,0,0,35,5,0
33,4,293550,10,2,11,3,1,2,4064,0,40,1,0
42,5,328581,14,2,4,2,1,1,0,0,55,1,0
31,3,217962,10,1,12,6,2,1,0,0,40,1,0
57,3,158827,9,5,7,5,1,1,0,0,40,1,0
67,4,65475,9,2,11,2,1,1,0,0,40,1,1
23,3,159709,9,3,7,1,1,1,0,0,40,1,0
35,3,140474,10,2,4,2,4,1,0,0,40,1,0
43,3,144778,13,2,4,2,1,1,0,0,55,14,1
39,2,83242,10,2,9,2,1,1,0,0,60,1,0
36,3,143385,9,1,7,1,1,1,0,0,40,1,0
29,5,167544,12,3,5,5,1,2,0,0,13,1,0
25,3,122175,9,1,3,4,1,1,0,0,40,1,0
54,3,378747,6,5,8,5,2,1,0,0,45,1,1
24,3,230475,9,2,7,2,1,1,0,0,44,1,0
50,6,120781,13,2,6,2,3,1,0,0,60,6,1
70,3,206232,6,2,10,2,1,1,0,0,50,1,0
61,3,298400,13,3,6,1,2,1,4787,0,48,1,1
51,4,163671,13,2,2,2,1,1,0,1902,40,1,0
38,2,140583,14,2,9,2,1,1,0,0,70,1,0
51,3,137253,9,3,4,5,1,2,0,0,40,1,1
28,3,246974,9,1,5,1,1,1,0,0,40,1,0
66,2,182470,15,2,4,2,1,1,0,0,25,1,1
57,6,107617,9,5,9,1,1,1,0,0,60,1,1
44,6,116358,13,2,6,2,3,1,0,0,50,1,1
29,3,250819,10,1,1,1,1,2,0,0,40,1,0
21,3,196508,10,1,6,4,2,2,0,0,40,1,0
42,3,367533,6,2,7,4,5,1,0,0,43,1,1
74,3,188709,15,2,4,2,1,1,99999,0,50,1,1
50,3,271160,10,3,6,1,1,2,0,0,40,1,0
65,3,173674,9,3,5,6,1,2,0,0,14,1,0
64,3,257790,9,3,4,5,1,2,0,0,38,1,0
44,3,322391,7,5,5,5,2,2,0,0,30,1,0
34,3,209691,11,2,4,2,1,1,4386,0,50,1,1
17,3,104232,6,1,5,4,1,1,0,0,10,1,0
17,3,86786,6,1,4,4,1,2,0,0,40,1,0
43,3,88233,10,2,8,2,1,1,0,0,60,1,0
32,3,240888,12,3,1,5,1,2,0,0,40,1,0
54,3,169719,13,2,6,2,1,1,3103,0,40,1,1
20,3,129240,10,1,1,4,1,2,0,0,20,1,0
23,3,160968,10,1,4,4,1,1,0,0,10,1,0
34,3,236861,9,2,5,2,1,1,0,0,45,1,0
30,3,109282,10,1,6,4,1,1,0,0,20,1,0
32,3,215047,4,2,10,2,1,1,0,0,40,1,0
40,3,115932,13,2,4,2,1,1,0,0,60,38,1
28,3,55360,10,1,7,1,2,1,0,0,40,1,0
44,3,224658,9,2,7,2,1,1,0,0,45,1,1
29,5,376302,11,2,11,3,1,2,0,0,35,35,1
28,3,183597,16,1,4,1,1,1,594,0,50,11,0
37,3,115289,10,2,2,2,1,1,0,0,40,1,0
56,6,258883,10,2,7,2,1,1,0,0,40,1,0
27,3,69132,13,1,4,1,1,1,0,0,40,1,0
34,3,207301,9,3,10,5,1,2,0,0,20,1,0
37,3,179671,9,3,7,1,1,1,0,0,40,1,0
66,2,140456,13,2,6,2,1,1,0,0,40,1,1
19,3,327397,9,1,4,4,1,1,0,0,30,1,0
60,3,200235,11,3,4,5,1,2,0,0,40,1,0
54,2,108435,10,2,8,2,1,1,2829,0,30,1,0
47,3,195978,9,2,7,2,1,1,0,0,40,1,1
47,3,329144,10,3,4,1,1,1,0,0,48,1,1
48,6,250674,11,2,7,2,1,1,0,0,60,1,0
57,3,176897,9,2,4,2,1,1,0,0,60,1,0
50,6,132716,10,2,2,2,1,1,0,0,50,11,1
62,3,174201,5,7,5,5,2,2,0,0,25,1,0
45,3,167617,10,2,5,2,1,1,0,0,40,1,0
55,5,254949,9,2,3,2,1,1,0,0,40,1,0
62,3,319582,9,7,6,1,1,2,0,0,32,1,0
25,3,248990,6,2,10,2,1,1,0,0,40,26,0
49,3,144396,7,3,2,1,1,2,0,0,38,1,0
32,1,200469,10,1,12,5,2,2,3887,0,40,1,0
25,4,55636,9,1,3,1,4,1,0,0,40,1,0
39,3,185624,10,2,10,2,1,1,0,0,50,1,0
27,5,125442,10,2,2,2,1,1,0,0,50,1,0
43,3,160943,9,2,5,2,2,1,0,0,40,1,1
30,3,243841,9,3,5,6,3,2,0,0,40,6,0
21,3,34616,10,1,6,4,1,2,0,0,20,1,0
33,3,235847,15,2,2,3,1,2,0,0,40,1,1
33,3,174789,10,1,1,1,1,1,0,0,50,1,0
33,3,280111,7,1,1,5,2,2,0,0,38,1,0
70,3,236055,4,7,5,1,1,2,0,0,35,1,0
25,3,237865,10,1,5,4,2,1,0,0,42,1,0
17,3,194612,7,1,5,4,1,1,0,0,25,1,0
20,3,173851,10,1,9,4,1,1,0,0,40,1,0
19,3,372483,10,1,5,6,2,1,0,0,35,1,0
71,4,422149,10,2,2,2,1,1,20051,0,40,1,1
31,3,174201,12,2,2,2,1,1,0,0,40,1,0
26,3,272618,13,2,6,2,1,1,0,0,55,1,0
52,3,74660,14,2,2,2,1,1,0,0,40,1,0
26,3,201481,13,1,2,1,1,2,0,0,40,1,0
38,3,175232,9,3,10,1,1,1,0,0,45,1,0
25,3,336440,10,1,5,1,1,1,0,0,40,1,0
22,3,46645,13,1,4,1,1,2,0,0,9,1,0
48,1,31141,10,2,12,2,1,1,0,1902,40,1,1
53,3,281425,9,2,7,2,1,1,0,0,40,1,1
30,2,31510,12,3,7,1,1,1,0,0,50,1,0
44,3,310255,10,2,7,2,1,1,0,0,60,1,1
32,4,82393,13,2,4,2,3,1,0,0,56,1,1
59,2,190514,7,2,7,2,1,1,0,0,20,1,0
49,3,165513,10,3,3,5,2,2,0,0,40,1,0
65,3,178931,9,2,4,2,4,1,3818,0,40,1,0
31,3,226696,9,1,7,1,1,1,0,0,50,1,1
53,3,195813,3,2,7,2,5,1,5178,0,40,7,1
44,3,165815,5,1,10,1,1,1,0,0,40,1,0
36,3,123983,13,2,4,2,3,1,0,0,55,28,1
36,3,235371,9,1,6,1,1,2,0,0,40,1,0
37,3,147258,5,2,10,2,1,1,0,0,50,1,1
63,3,222289,13,2,4,2,1,1,7688,0,54,1,1
67,6,171564,9,2,4,3,1,2,20051,0,30,9,1
29,3,255949,13,1,6,5,2,1,0,0,40,1,0
52,3,186272,9,3,6,1,1,1,0,0,40,1,0
37,3,282872,9,2,7,2,1,1,0,1628,40,1,0
21,3,111676,10,1,5,1,1,2,0,0,40,1,0
36,3,199501,10,3,2,5,2,2,0,0,38,1,0
24,3,151443,9,1,10,6,2,2,0,0,30,1,0
31,3,145935,9,1,2,4,2,1,0,0,40,1,0
54,4,230387,9,7,1,5,1,2,0,0,35,1,0
44,3,127592,13,2,11,2,1,1,0,0,40,1,0
18,3,210828,10,1,3,4,5,1,0,0,30,1,0
41,3,297186,9,2,8,3,1,2,0,0,40,1,0
37,6,116554,14,3,2,1,1,2,0,0,70,1,0
26,1,147719,13,1,4,1,3,1,0,0,20,4,0
68,2,89011,16,2,4,2,1,1,0,0,50,10,0
31,3,38158,10,2,6,2,1,1,0,0,40,1,0
48,3,178686,9,3,7,1,1,1,0,0,40,1,0
80,3,172826,9,2,4,2,1,1,0,0,8,1,0
26,3,155752,10,2,10,2,2,1,0,0,40,1,0
63,3,100099,5,2,8,2,1,1,0,0,40,1,0
19,3,231688,10,1,10,4,1,1,0,0,20,1,0
30,3,147215,10,1,4,4,1,2,0,0,30,1,0
42,6,50122,9,2,6,2,1,1,0,0,60,1,0
64,4,86837,12,2,5,2,3,1,0,0,40,1,1
32,3,113364,13,1,8,1,1,1,0,0,40,1,0
50,3,289390,9,2,7,2,1,1,0,0,47,1,0
73,3,77884,9,2,9,2,3,1,0,0,40,13,0
32,3,390157,13,1,4,1,2,2,0,0,40,1,0
53,3,89587,10,2,8,2,1,1,7298,0,45,1,1
58,3,234328,13,3,6,1,1,1,0,0,40,1,0
37,5,365430,10,2,7,2,1,1,5178,0,40,1,1
24,3,410439,10,1,7,4,1,1,0,0,15,1,0
53,3,129525,13,2,2,2,1,1,0,0,50,1,1
23,3,166527,10,1,2,4,5,2,0,0,40,1,0
42,3,109912,12,1,4,6,1,2,0,0,40,1,0
30,3,210906,9,2,2,6,1,2,0,0,40,1,0
38,3,405284,13,1,5,4,1,2,0,0,35,1,0
28,3,138269,9,1,7,1,1,1,0,0,40,1,0
19,3,25429,8,1,5,4,1,2,0,0,20,1,0
45,3,231672,9,2,10,2,2,1,0,0,40,1,0
26,3,258550,13,1,1,4,1,1,0,0,40,1,0
33,3,268147,5,1,6,5,1,2,0,0,40,1,0
29,3,54411,9,1,9,1,1,1,0,0,50,1,0
54,3,37289,14,2,2,3,1,2,0,0,55,1,1
23,3,157951,10,1,2,1,1,2,0,0,50,1,0
43,6,225165,9,2,6,2,1,1,0,0,55,1,1
37,3,238049,5,1,14,1,1,2,0,0,30,24,0
31,3,197252,4,2,5,2,1,1,0,0,40,5,0
56,6,216636,8,2,2,2,1,1,0,1651,40,1,0
25,3,183575,7,1,7,4,1,1,0,0,40,1,0
17,3,19752,7,1,5,4,2,2,0,0,25,1,0
37,3,103925,9,7,1,5,1,2,0,0,68,1,0
60,3,31577,11,2,11,2,1,1,0,0,40,1,0
59,4,61298,13,4,2,1,1,2,0,0,40,1,0
59,4,190541,9,2,7,2,1,1,0,0,40,1,1
46,2,366089,15,2,4,2,1,1,15024,0,40,1,1
28,3,389857,9,2,4,6,1,1,0,0,16,1,0
33,3,192644,9,1,4,1,1,1,0,0,40,1,0
24,3,216129,9,1,7,4,1,1,0,1408,50,1,0
29,3,51944,9,2,5,3,1,2,4386,0,40,1,1
33,2,67482,11,3,5,5,1,2,0,0,99,1,0
29,3,108775,9,2,4,2,1,1,0,0,40,23,0
23,1,279243,10,1,12,1,1,1,0,0,40,1,0
20,3,278391,10,1,1,4,1,1,0,0,25,35,0
60,3,349898,9,7,5,1,1,2,0,0,44,1,0
44,3,219441,6,1,6,5,5,2,0,0,35,23,0
18,3,173255,9,1,8,4,1,1,1055,0,25,1,0
52,4,29623,8,1,5,5,2,2,0,0,40,1,0
31,3,217460,9,3,7,1,1,1,0,0,45,1,0
30,3,163604,13,7,4,5,1,2,0,0,55,1,1
33,3,163110,9,2,3,2,1,1,3781,0,40,1,0
20,3,238685,10,1,5,1,1,2,0,0,32,1,0
27,3,251854,13,2,4,3,2,2,0,0,35,1,1
33,3,213308,11,5,1,4,2,2,0,0,50,1,0
25,3,193773,9,1,5,1,2,2,0,0,35,1,0
63,3,114011,9,5,7,1,1,2,0,0,20,1,0
63,2,52144,10,7,2,1,1,1,0,0,35,1,0
43,3,347934,9,5,6,1,1,2,0,0,30,1,0
58,3,293399,7,7,10,1,1,2,0,0,40,1,0
70,3,118630,11,7,4,5,1,2,0,0,35,1,0
35,3,127306,11,1,1,4,1,2,14344,0,40,1,1
42,3,366180,10,2,2,2,1,1,0,0,55,1,1
20,5,188950,10,1,12,4,1,1,0,0,25,1,0
35,3,189382,9,3,7,1,1,1,0,0,40,1,0
62,3,24515,5,2,2,2,1,1,0,0,40,1,0
41,3,283116,9,3,7,5,1,2,1506,0,50,1,0
43,2,182217,13,2,4,3,1,2,0,0,35,1,0
19,3,552354,8,1,10,4,1,1,0,0,40,1,0
46,3,163021,9,1,1,4,1,2,0,0,40,1,0
47,3,61885,13,2,4,2,1,1,15024,0,50,1,1
36,2,182898,13,2,2,2,1,1,7298,0,40,1,1
45,3,183092,12,1,1,1,2,2,0,0,40,1,0
48,3,30289,6,2,7,2,1,1,0,0,30,1,0
29,3,77572,12,1,1,1,3,2,0,0,40,1,0
48,1,118330,13,2,2,2,1,1,5178,0,40,1,1
36,3,469056,9,3,6,5,2,2,0,0,25,1,0
58,3,145574,7,2,7,2,1,1,0,0,40,1,0
43,3,302041,9,1,1,1,2,2,0,0,40,1,0
59,3,32552,13,2,7,2,1,1,0,0,4,1,0
42,3,185413,13,2,2,2,1,1,0,0,40,1,0
33,4,26543,11,2,11,2,1,1,0,0,40,1,1
23,4,163870,10,1,13,6,1,1,0,0,40,1,0
21,3,240063,10,1,3,4,1,1,0,0,25,1,0
48,3,208748,3,3,10,5,5,2,0,0,40,23,0
32,5,84119,9,2,7,2,1,1,0,0,40,1,0
31,3,84130,10,2,1,2,1,1,0,0,50,1,1
66,5,261062,14,7,4,1,1,2,0,0,40,1,0
23,5,336010,13,1,1,1,1,1,0,0,32,1,0
52,3,389270,10,2,1,3,1,2,0,0,35,1,1
17,3,138293,7,1,3,4,1,1,0,0,15,1,0
35,3,240389,10,2,6,2,1,1,0,0,43,1,1
39,3,190297,16,2,4,2,1,1,99999,0,55,1,1
21,3,170070,10,1,4,1,1,2,0,0,10,1,0
24,3,149457,10,1,1,5,1,2,0,0,40,1,0
45,3,81534,9,2,5,2,3,1,0,0,84,28,1
25,3,378322,9,1,7,1,1,1,0,2001,50,1,0
29,4,196912,13,1,4,1,2,1,0,0,40,1,0
56,3,116143,13,2,1,2,1,1,5178,0,44,1,1
34,2,80933,9,3,9,1,1,1,0,0,40,1,0
64,5,190660,9,3,7,1,1,1,0,0,40,1,1
27,3,120155,9,2,1,2,1,1,0,0,39,1,0
47,3,167159,9,3,10,1,1,1,4650,0,40,1,0
36,3,58343,13,2,11,2,1,1,3103,0,42,1,1
44,4,161240,9,3,10,1,1,1,0,0,40,1,0
31,3,126402,9,1,9,1,2,2,0,0,60,1,0
23,3,148709,9,2,1,6,1,2,0,0,35,1,0
45,5,318280,10,2,4,2,1,1,7688,0,50,1,1
31,5,80058,9,1,10,4,1,1,0,0,64,1,0
45,3,274689,6,2,7,2,1,1,0,0,60,1,0
42,3,157367,9,1,1,5,2,2,0,0,35,1,0
33,3,217460,12,2,4,2,1,1,0,0,40,1,1
33,5,33727,14,2,4,3,1,2,0,0,40,1,0
30,2,166961,10,2,1,3,1,2,0,0,20,1,1
25,3,146117,10,1,10,1,1,1,0,0,42,1,0
33,3,160216,14,1,2,1,1,2,0,0,32,1,0
70,2,124449,14,2,2,2,1,1,0,2246,8,1,1
22,3,50163,5,1,8,4,1,1,0,0,40,1,0
30,3,235271,13,2,6,2,1,1,0,0,40,1,1
46,3,121124,12,2,2,2,1,1,15024,0,50,1,1
43,2,144218,8,2,8,2,1,1,0,0,60,1,0
37,3,94334,4,1,10,4,1,2,0,0,25,1,0
59,6,169982,10,2,2,2,1,1,15024,0,60,1,1
51,2,35295,9,1,9,5,1,1,0,0,45,1,0
47,3,133969,13,2,2,2,3,1,2885,0,65,28,0
36,3,35429,10,2,2,2,1,1,0,0,60,1,0
73,5,205580,3,2,4,2,1,1,0,0,6,1,0
32,5,177794,14,1,4,1,1,2,0,0,40,1,0
34,3,167474,9,2,6,2,1,1,0,0,50,1,0
51,5,35211,9,2,8,2,4,1,0,0,40,1,0
20,3,117244,9,1,10,5,1,2,0,0,45,1,0
57,3,194850,10,2,5,2,5,1,0,0,40,5,0
19,3,144911,10,1,5,4,1,1,0,0,20,1,0
45,3,197240,8,2,6,2,1,1,7688,0,40,1,1
55,3,101338,6,2,7,2,1,1,0,0,40,1,0
60,3,148522,10,2,7,2,4,1,0,0,40,1,0
35,3,166606,9,2,11,2,1,1,0,0,40,1,0
20,3,229414,9,1,10,4,1,2,0,0,30,1,0
34,5,209213,13,1,4,6,2,1,0,0,15,1,0
26,3,291968,15,2,4,2,1,1,0,1977,40,1,1
73,4,127858,10,7,11,1,1,2,3273,0,40,1,0
27,3,302406,14,2,4,2,1,1,0,0,55,1,0
37,2,29054,11,1,9,4,1,1,0,0,84,1,0
73,2,336007,9,2,6,2,1,1,0,0,40,1,0
46,4,349230,11,2,11,2,1,1,0,1848,40,1,1
36,5,101481,9,1,1,1,1,1,0,0,40,1,0
54,2,46704,9,2,9,2,1,1,0,0,60,1,1
49,3,233639,7,2,5,2,1,1,0,0,50,1,0
68,5,31725,9,2,9,2,1,1,0,0,40,1,0
34,3,54850,13,1,2,1,1,1,0,1590,50,1,0
30,3,293512,11,1,4,1,2,1,0,0,40,1,0
28,3,375655,13,1,6,5,1,1,0,0,50,1,0
28,3,105817,7,2,2,2,1,1,0,0,50,1,1
25,5,203408,10,2,5,2,1,1,0,0,40,1,0
26,3,162302,10,1,10,1,3,1,0,0,40,13,0
40,3,163455,10,2,11,2,1,1,0,0,55,1,1
32,5,100135,9,3,1,5,1,2,0,0,40,1,0
60,3,41517,7,4,4,5,2,2,0,0,20,1,0
18,3,102182,8,1,14,1,1,2,0,0,30,1,0
36,3,414683,13,2,4,2,2,1,0,0,40,1,0
26,3,194352,13,1,4,4,1,2,0,0,40,1,0
24,3,194096,9,1,4,4,1,2,0,0,45,1,0
90,5,153602,9,2,5,2,1,1,6767,0,40,1,0
20,3,215495,10,1,1,4,1,2,0,0,40,5,0
27,3,164607,13,5,11,4,1,1,0,0,50,1,0
58,5,34878,13,3,4,1,1,2,0,0,50,1,0
37,3,126569,14,2,2,2,1,1,0,1977,40,1,1
65,3,315728,9,7,4,5,1,2,2329,0,75,1,0
28,3,22422,9,1,2,1,1,1,0,0,40,1,0
36,5,178222,13,3,4,1,1,2,0,0,60,1,0
45,5,56841,9,2,7,2,1,1,0,0,40,1,1
23,3,300275,9,1,6,1,1,1,0,0,48,1,0
69,5,197288,9,2,2,2,1,1,0,0,35,1,0
58,2,157786,9,2,2,2,1,1,0,0,40,1,0
22,3,110684,9,1,1,4,1,1,0,0,20,1,0
58,2,140729,13,2,9,2,1,1,0,0,35,1,0
53,4,90127,10,2,12,2,1,1,0,0,60,1,1
44,6,37997,9,2,9,2,1,1,0,0,60,1,0
31,3,61308,6,1,5,1,1,1,0,0,40,1,0
46,3,171199,13,3,10,5,5,2,0,0,40,7,0
48,3,128432,9,2,5,2,1,1,0,0,40,1,0
46,4,195023,10,5,1,5,1,2,0,0,40,1,0
43,3,122473,5,1,10,5,2,2,0,625,40,1,0
43,3,171888,10,3,1,1,1,2,0,0,40,1,0
17,6,183784,6,1,6,4,1,1,0,0,15,1,0
20,3,219262,10,1,6,4,1,1,0,0,40,1,0
22,3,71379,10,1,4,1,1,2,0,0,35,1,0
19,3,234519,10,1,4,4,1,1,0,0,35,1,0
35,3,96824,10,3,5,5,1,2,0,0,40,1,0
29,3,242597,13,1,11,1,1,1,0,0,40,1,0
18,3,127388,10,1,4,4,1,2,0,0,40,1,0
25,3,204536,9,1,7,1,1,1,0,0,35,1,0
54,3,143804,6,2,10,2,1,1,0,0,40,1,0
23,3,80680,10,2,6,4,1,2,0,0,16,1,0
36,3,301227,3,5,14,5,5,2,0,0,35,5,0
26,2,201930,9,2,7,2,1,1,0,0,50,1,0
25,5,176616,9,1,5,4,1,1,0,0,40,1,0
46,3,353219,5,3,5,5,1,2,0,0,40,1,0
41,3,126076,10,3,7,1,1,2,0,0,50,1,0
31,3,156493,9,1,4,4,1,1,0,0,40,1,0
48,4,435503,14,2,4,2,1,1,0,0,40,1,1
52,6,561489,14,3,2,1,2,2,0,0,50,1,0
22,4,100345,9,1,3,4,1,1,0,0,43,1,0
18,3,36275,9,1,7,4,1,1,0,0,25,1,0
46,3,110794,10,1,1,1,1,2,0,0,40,1,0
34,5,143766,10,1,12,4,1,1,0,0,40,1,0
30,4,76313,9,2,13,6,4,1,0,0,48,1,0
31,3,121308,7,1,5,1,1,1,0,0,40,1,0
21,3,216672,9,2,7,2,1,1,0,0,40,1,0
41,2,89942,9,3,6,1,1,1,3674,0,45,1,0
45,1,103406,13,2,2,2,1,1,0,1977,60,1,1
30,1,158291,13,1,1,1,1,1,0,0,40,1,0
21,3,455361,5,1,5,5,1,1,0,0,35,5,0
44,3,225263,10,3,6,5,1,2,0,1408,46,1,0
54,3,225307,7,3,7,4,1,2,0,0,50,1,1
36,3,286115,9,2,7,2,1,1,0,0,40,1,1
50,3,187830,13,1,2,1,1,1,0,0,50,1,1
26,3,142506,13,1,4,5,2,2,0,0,35,1,0
47,5,148576,15,2,4,2,1,1,0,0,35,1,0
36,3,185325,9,1,5,4,1,1,0,0,37,1,0
32,2,27939,10,2,6,2,4,1,0,0,60,1,0
21,3,383603,6,1,5,1,1,2,0,0,35,1,0
30,3,140790,9,2,6,2,1,1,0,0,45,1,0
34,3,226629,9,1,14,1,1,2,0,0,40,5,0
51,3,228516,9,4,7,1,1,1,0,0,45,15,0
55,2,119762,6,2,8,2,1,1,0,0,50,1,0
43,3,299197,10,2,1,2,1,1,0,0,40,1,0
37,3,149297,9,1,3,1,4,1,0,0,30,1,0
28,5,202558,10,1,2,4,1,2,0,0,40,1,0
39,3,175232,10,2,4,2,1,1,0,0,50,1,0
35,2,157473,9,2,7,2,1,1,0,0,40,1,0
59,3,409842,14,2,4,2,1,1,0,0,20,1,0
26,3,105787,9,1,7,4,1,1,0,0,36,1,0
68,3,144056,9,2,1,2,1,1,3818,0,40,1,0
46,3,45363,15,3,4,1,1,1,0,2824,40,1,1
21,3,205838,9,1,5,4,1,1,0,0,37,1,0
23,3,115326,10,1,6,4,1,2,0,0,20,1,0
17,3,186890,6,2,6,4,1,2,0,0,30,1,0
23,5,304386,9,1,5,1,1,2,0,0,40,1,0
34,3,24529,9,7,1,5,1,1,0,0,15,1,0
33,3,183557,12,1,4,1,1,2,0,0,40,1,0
31,3,342730,12,5,8,1,1,1,0,0,45,1,0
31,3,182191,13,2,4,3,1,2,4064,0,30,10,0
56,2,67841,9,2,6,2,1,1,0,0,40,1,0
21,3,351381,9,1,1,4,1,2,0,0,40,1,0
45,3,293691,9,3,1,1,3,2,0,1590,40,28,0
41,6,220821,13,2,2,2,1,1,7688,0,40,1,1
26,3,190027,6,3,3,1,1,2,0,0,30,1,0
41,3,343944,7,7,5,5,1,2,0,0,40,1,0
46,6,110457,14,2,2,2,1,1,0,0,55,1,1
47,1,72333,9,3,1,5,3,2,0,0,40,1,0
43,2,193494,15,2,4,2,1,1,0,0,60,1,1
35,3,334999,9,2,6,2,1,1,0,0,45,1,0
44,2,274363,9,3,6,1,1,1,0,0,50,1,0
58,6,113806,13,2,2,2,1,1,7688,0,30,1,1
25,3,52536,12,3,11,4,1,2,0,1594,25,1,0
44,3,187720,11,1,7,5,1,1,0,0,40,1,0
57,3,104996,10,1,7,1,1,1,0,0,42,1,0
24,3,214555,10,2,3,2,1,1,0,0,40,1,0
38,3,52963,13,1,1,1,1,2,0,0,50,1,0
33,3,190511,4,3,3,1,1,1,2176,0,35,1,0
25,3,75821,10,1,4,4,1,2,0,0,40,1,0
33,3,123291,9,2,10,2,1,1,0,0,84,1,1
50,5,226497,10,2,12,2,1,1,0,0,52,1,1
35,3,282979,9,2,6,2,1,1,5178,0,50,1,1
36,3,166549,13,3,1,1,1,1,0,0,55,1,1
27,3,187746,10,1,5,4,1,2,0,0,40,1,0
22,3,157145,11,1,7,4,1,1,0,0,50,1,0
30,3,227551,9,2,8,2,1,1,0,0,40,1,0
90,3,115306,14,1,2,4,1,2,0,0,40,1,0
39,3,169249,9,5,5,6,2,1,0,0,40,1,0
34,1,221966,13,1,4,1,1,1,0,0,45,1,0
39,3,224566,13,2,2,2,1,1,0,0,60,1,1
19,3,28119,10,1,5,4,1,2,0,0,4,1,0
19,3,323810,6,1,7,1,1,1,0,0,40,1,0
29,3,210498,9,2,7,2,1,1,0,0,40,1,0
66,2,174995,12,2,7,2,1,1,2290,0,30,39,0
38,3,161141,10,2,11,2,1,1,0,0,45,1,0
44,3,210534,3,2,3,2,1,1,0,0,40,5,0
34,2,112650,4,1,7,4,1,1,0,0,40,1,0
35,1,318891,12,7,2,1,1,2,0,0,40,1,0
29,5,375655,13,1,4,1,1,1,0,0,40,1,0
22,3,228465,9,2,8,2,2,1,0,0,40,1,0
33,3,102130,10,1,4,4,1,1,0,0,40,1,0
73,3,183213,11,7,4,1,1,1,25124,0,60,1,1
35,5,177305,10,2,2,2,1,1,0,2377,40,1,0
41,3,34037,9,1,3,1,1,1,0,0,40,1,0
27,2,116613,10,2,5,3,1,2,0,0,50,1,0
25,3,175540,9,1,1,1,1,1,0,0,50,1,0
47,3,150768,13,3,3,1,1,1,0,1564,51,1,1
36,3,176634,13,2,6,3,1,2,0,0,35,1,1
36,3,209993,2,7,5,6,1,2,0,0,20,5,0
25,5,206002,9,3,11,5,1,2,0,0,40,1,0
37,3,201259,7,3,8,1,1,1,0,0,65,1,0
26,5,202286,13,1,11,4,1,1,0,0,40,1,0
53,3,96062,10,2,2,2,1,1,0,1740,40,1,0
36,5,578377,14,2,4,3,1,2,0,0,40,1,0
30,3,509500,13,1,11,1,1,2,4787,0,45,1,1
53,5,324021,10,3,5,1,1,2,0,0,40,1,0
37,2,107737,9,2,7,2,1,1,0,0,45,1,0
41,1,129865,9,3,7,5,1,1,0,0,40,1,0
53,3,103586,13,2,3,2,1,1,0,0,55,1,0
23,3,187513,10,1,5,4,1,1,0,0,32,1,0
28,3,172891,9,2,9,2,1,1,0,0,50,1,0
53,5,207449,6,2,5,2,1,1,0,0,40,1,0
32,3,209103,9,2,8,2,1,1,0,0,20,1,1
33,3,408813,13,1,1,1,1,2,0,0,50,1,0
27,3,209292,9,1,6,6,2,2,0,0,32,23,0
52,3,144361,11,2,7,2,1,1,0,1902,40,1,1
31,3,209538,10,2,1,2,1,1,0,0,55,1,0
27,3,244402,12,1,2,1,1,2,0,0,40,1,1
44,3,889965,9,2,3,3,1,2,3137,0,30,1,0
37,2,298444,14,2,4,2,1,1,0,0,40,1,0
39,3,163237,9,2,7,2,1,1,0,0,60,1,0
18,3,311795,8,1,6,4,2,2,0,0,20,1,0
42,3,155972,9,2,3,2,1,1,0,0,40,1,1
49,3,291783,13,2,7,2,1,1,0,0,40,1,1
35,3,153535,9,3,3,5,2,2,0,0,36,1,0
43,3,249771,9,2,8,2,3,1,0,0,99,1,0
43,3,462180,15,2,4,2,1,1,99999,0,60,1,1
31,3,308540,10,2,7,2,1,1,0,0,40,1,1
27,3,34701,13,1,5,1,1,1,0,0,40,1,0
46,4,106252,10,3,1,1,1,2,0,0,40,1,0
